mass_A
t	x	y
2.896000000E2	-3.741821130E-6	5.968786325E-6
2.896333333E2	-3.745443052E-6	5.967636182E-6
2.896666667E2	-3.749781924E-6	5.966879704E-6
2.897000000E2	-3.750471218E-6	5.966022522E-6
2.897333333E2	-3.586242238E-6	6.021387774E-6
2.897666667E2	-3.594915541E-6	6.017516626E-6
2.898000000E2	-3.599973553E-6	6.015486288E-6
2.898333333E2	-3.602743026E-6	6.014299000E-6
2.898666667E2	-3.451720662E-6	6.155566862E-6
2.899000000E2	-3.455775707E-6	6.156139200E-6
2.899333333E2	-3.458266542E-6	6.156200829E-6
2.899666667E2	-3.459894746E-6	6.156299189E-6
2.900000000E2	-3.427262548E-6	6.065047161E-6
2.900333333E2	-3.422144276E-6	6.063303567E-6
2.900666667E2	-3.419543099E-6	6.062311217E-6
2.901000000E2	-3.417973755E-6	6.061643198E-6
2.901333333E2	-3.417241579E-6	6.061522519E-6
2.901666667E2	-3.416600805E-6	6.061134104E-6
2.902000000E2	-3.270384871E-6	6.053852938E-6
2.902333333E2	-3.270678821E-6	6.056614985E-6
2.902666667E2	-3.122722780E-6	6.154449817E-6
2.903000000E2	-3.124077767E-6	6.154947375E-6
2.903333333E2	-3.124292038E-6	6.155292383E-6
2.903666667E2	-3.124949223E-6	6.155597869E-6
2.904000000E2	-2.971458163E-6	6.103574119E-6
2.904333333E2	-2.976578165E-6	6.107031243E-6
2.904666667E2	-2.978585403E-6	6.107764435E-6
2.905000000E2	-2.980014589E-6	6.107950841E-6
2.905333333E2	-2.848896620E-6	6.150575350E-6
2.905666667E2	-2.844504813E-6	6.152424708E-6
2.906000000E2	-2.842235548E-6	6.153864329E-6
2.906333333E2	-2.840773071E-6	6.154728862E-6
2.906666667E2	-2.744519870E-6	6.163299098E-6
2.907000000E2	-2.743483750E-6	6.160870429E-6
2.907333333E2	-2.742923060E-6	6.159471462E-6
2.907666667E2	-2.742535538E-6	6.158551301E-6
2.908000000E2	-2.645899783E-6	6.331185693E-6
2.908333333E2	-2.646317246E-6	6.338908165E-6
2.908666667E2	-2.647278872E-6	6.342667654E-6
2.909000000E2	-2.646775860E-6	6.344736066E-6
2.909333333E2	-2.835798102E-6	6.260136332E-6
2.909666667E2	-2.836716737E-6	6.257818782E-6
2.910000000E2	-2.838309145E-6	6.257283653E-6
2.910333333E2	-2.838234100E-6	6.255763609E-6
2.910666667E2	-2.926250346E-6	6.269253470E-6
2.911000000E2	-2.929676996E-6	6.263710670E-6
2.911333333E2	-2.931711200E-6	6.259830066E-6
2.911666667E2	-2.932530158E-6	6.257417638E-6
2.912000000E2	-2.830410906E-6	6.328649161E-6
2.912333333E2	-2.833223071E-6	6.336862151E-6
2.912666667E2	-2.834778702E-6	6.341380345E-6
2.913000000E2	-2.835797814E-6	6.344001962E-6
2.913333333E2	-2.845578949E-6	6.454081972E-6
2.913666667E2	-2.842771297E-6	6.450862764E-6
2.914000000E2	-2.840951889E-6	6.448808105E-6
2.914333333E2	-2.840008382E-6	6.447654582E-6
2.914666667E2	-2.874861657E-6	6.345614369E-6
2.915000000E2	-2.879449273E-6	6.346698716E-6
2.915333333E2	-2.881819894E-6	6.347389099E-6
2.915666667E2	-2.877947241E-6	6.277964907E-6
2.916000000E2	-2.880882175E-6	6.290364456E-6
2.916333333E2	-2.882869632E-6	6.295345810E-6
2.916666667E2	-2.883898272E-6	6.297526770E-6
2.917000000E2	-3.135917536E-6	6.419425869E-6
2.917333333E2	-3.132931463E-6	6.410126332E-6
2.917666667E2	-3.130945181E-6	6.405007169E-6
2.918000000E2	-3.129341806E-6	6.401959590E-6
2.918333333E2	-3.197786424E-6	6.538726160E-6
2.918666667E2	-3.187564210E-6	6.539721088E-6
2.919000000E2	-3.182227007E-6	6.540687159E-6
2.919333333E2	-3.179442255E-6	6.540902078E-6
2.919666667E2	-3.085679787E-6	6.680331954E-6
2.920000000E2	-3.087016950E-6	6.681189995E-6
2.920333333E2	-3.083843173E-6	6.683538752E-6
2.920666667E2	-3.081948110E-6	6.684296791E-6
2.921000000E2	-3.143254280E-6	6.778989974E-6
2.921333333E2	-3.135796855E-6	6.780229620E-6
2.921666667E2	-3.131515882E-6	6.780778709E-6
2.922000000E2	-3.129639442E-6	6.781129727E-6
2.922333333E2	-3.168745670E-6	6.955708255E-6
2.922666667E2	-3.170767452E-6	6.963134914E-6
2.923000000E2	-3.172211839E-6	6.966661146E-6
2.923333333E2	-3.173051697E-6	6.969497855E-6
2.923666667E2	-3.040083897E-6	6.919222537E-6
2.924000000E2	-3.036551794E-6	6.921826581E-6
2.924333333E2	-3.035346700E-6	6.923831672E-6
2.924666667E2	-3.033431224E-6	6.924637235E-6
2.925000000E2	-3.082523812E-6	7.022095603E-6
2.925333333E2	-3.081033779E-6	7.022173795E-6
2.925666667E2	-3.080202550E-6	7.022282875E-6
2.926000000E2	-3.079587844E-6	7.022264375E-6
2.926333333E2	-3.224257369E-6	7.132634126E-6
2.926666667E2	-3.223889850E-6	7.127449807E-6
2.927000000E2	-3.223516914E-6	7.124394478E-6
2.927333333E2	-3.223256925E-6	7.122261051E-6
2.927666667E2	-3.422793359E-6	7.177047370E-6
2.928000000E2	-3.419967103E-6	7.172395204E-6
2.928333333E2	-3.418290722E-6	7.170489801E-6
2.928666667E2	-3.417223619E-6	7.168980928E-6
2.929000000E2	-3.584412469E-6	7.214381134E-6
2.929333333E2	-3.594866470E-6	7.214656432E-6
2.929666667E2	-3.600826974E-6	7.215272825E-6
2.930000000E2	-3.603754562E-6	7.215496685E-6
2.930333333E2	-3.407201537E-6	7.111155224E-6
2.930666667E2	-3.410124946E-6	7.113697465E-6
2.931000000E2	-3.411838113E-6	7.115340012E-6
2.931333333E2	-3.412872175E-6	7.116319638E-6
2.931666667E2	-3.278035154E-6	7.062173737E-6
2.932000000E2	-3.275263380E-6	7.065473314E-6
2.932333333E2	-3.275064813E-6	7.065957599E-6
2.932666667E2	-3.273595098E-6	7.067650457E-6
2.933000000E2	-3.298746090E-6	7.118059523E-6
2.933333333E2	-3.307341912E-6	7.118056382E-6
2.933666667E2	-3.310664344E-6	7.118346902E-6
2.934000000E2	-3.313562225E-6	7.118190794E-6
2.934333333E2	-3.466356235E-6	6.948063402E-6
2.934666667E2	-3.465629010E-6	6.938611017E-6
2.935000000E2	-3.464692423E-6	6.933441837E-6
2.935333333E2	-3.464130170E-6	6.930627338E-6
2.935666667E2	-3.499809777E-6	6.932459551E-6
2.936000000E2	-3.504731963E-6	6.930294913E-6
2.936333333E2	-3.507388952E-6	6.929024211E-6
2.936666667E2	-3.508725274E-6	6.928001211E-6
2.937000000E2	-3.604756167E-6	7.018776982E-6
2.937333333E2	-3.605613007E-6	7.019850867E-6
2.937666667E2	-3.497602425E-6	7.127442607E-6
2.938000000E2	-3.502587980E-6	7.124672356E-6
2.938333333E2	-3.505520247E-6	7.122820558E-6
2.938666667E2	-3.507518793E-6	7.121461724E-6
2.939000000E2	-3.605996175E-6	7.396834971E-6
2.939333333E2	-3.606542083E-6	7.400938208E-6
2.939666667E2	-3.607645797E-6	7.403096839E-6
2.940000000E2	-3.608485724E-6	7.403306788E-6
2.940333333E2	-3.519430462E-6	7.629788833E-6
2.940666667E2	-3.516667947E-6	7.639106294E-6
2.941000000E2	-3.514743802E-6	7.642532421E-6
2.941333333E2	-3.513644518E-6	7.644546685E-6
2.941666667E2	-3.524375887E-6	7.830323463E-6
